实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
3577,中南信达,50.0,2018-04-15,2018-04-15,暂无,,不详,互联网资产管理,,,北京,北京,工司,数据库,不详,不详,3,6,60%,8,55%,0,不详,0,不详,0,0
3645,手机钱包,50.0,2018-04-15,2018-04-08,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广东,广州,工司,数据库,不详,不详,3,138,80%,3,不详,0,不详,1,85%,0,0
4222,京津冀,50.0,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,互联网基金销售,,,北京,北京,工司,数据库,不详,不详,3,148,90%,5,65%,0,不详,0,不详,0,0
6299,禾中集团,50.0,2018-04-15,2018-01-30,暂无,null,小,金融超市,无,无,山东,青岛,工司,数据库,12%,40%,3,1,不详,0,55%,0,不详,0,不详,1,0
6786,百姓网,50.0,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
存在担保承诺；",null,不详,网络借贷,无,无,上海,上海,工司,数据库,不详,不详,1,93,95%,6,75%,16,90%,0,不详,0,1
7808,旺贷,50.0,2018-04-15,2018-04-01,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,0,不详,3,不详,0,不详,0,不详,0,0
7902,金猪理财,50.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
8290,壹号投资,50.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
9270,齐鲁商品,50.0,2018-04-15,2018-01-30,暂无,,不详,交易所,,,北京,北京,工司,数据库,不详,不详,3,0,不详,3,65%,0,不详,0,不详,0,0
9772,友融,50.0,2018-04-15,2018-04-08,"诉讼记录多；
",,不详,互联网资产管理,,,上海,上海,工司,数据库,不详,不详,3,2,不详,3,不详,1,80%,0,不详,0,0
11070,华银,50.0,2018-04-15,2018-01-30,暂无,,不详,互联网基金销售,,,广东,深圳,工司,数据库,不详,不详,3,31,70%,3,55%,0,不详,0,不详,0,0
11153,好险啊,50.0,2018-04-15,2018-04-08,暂无,,不详,互联网保险,,,北京,北京,工司,数据库,不详,不详,3,3,不详,3,不详,0,不详,0,不详,0,0
11547,裕晋投资,50.0,2018-04-15,2018-04-15,暂无,,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,0,不详,0,不详,0,不详,0,不详,0,0
13088,苏商,50.0,2018-04-15,2018-03-25,暂无,,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,18,50%,3,不详,0,不详,0,不详,0,0
14635,华夏融创,50.0,2018-04-15,2018-01-30,"负面舆情多；
",无,大,互联网资产管理,无,无,北京,朝阳,工司,数据库,不详,不详,3,0,70%,3,90%,0,不详,0,不详,1,0
15071,英皇金融国际,50.0,2018-04-15,2018-04-08,"煽动性广告多；
",,不详,交易所,,,hk,,工司,数据库,不详,不详,3,48,80%,4,不详,0,不详,0,不详,0,0
15186,合星金控,50.0,2018-04-15,2018-01-30,暂无,,不详,互联网资产管理,,,上海,上海,工司,数据库,不详,不详,3,7,50%,6,65%,0,不详,0,不详,0,0
15498,集趣,50.0,2018-04-15,2018-01-30,暂无,,不详,非法集资,,,浙江,杭州,工司,数据库,12%,40%,3,15,55%,0,不详,0,不详,0,不详,0,0
16195,大连贵金属交易中心,50.0,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,交易所,,,辽宁,大连,工司,数据库,不详,不详,3,0,不详,3,45%,11,90%,0,不详,0,0
17458,爱利是,50.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,良性退出,上海,上海,平台,网贷之家,12%,40%,3,1,30%,0,不详,0,不详,0,不详,0,0
19222,四川川商商品交易中心,50.0,2018-04-15,2018-02-04,暂无,,不详,交易所,,,四川,成都,工司,数据库,不详,不详,3,0,40%,6,65%,0,不详,0,不详,0,0
20582,易交易,50.0,2018-04-15,2018-03-18,暂无,,不详,互联网资产管理,,,上海,,工司,数据库,不详,不详,3,47,75%,4,55%,0,不详,0,不详,0,0
21501,好多宝,50.0,2018-04-15,2018-03-25,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,106,85%,6,55%,0,不详,0,不详,0,0
22178,功夫贷,50.0,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,28,65%,9,65%,7,90%,0,不详,0,0
23034,东南大宗商品交易中心,50.0,2018-04-15,2018-04-01,"诉讼记录多；
经营异常多；
",,不详,交易所,,,福建,泉州,工司,数据库,不详,不详,3,0,不详,3,不详,17,90%,1,85%,0,0
23160,信邦,50.0,2018-04-15,2018-04-08,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,161,90%,14,70%,0,不详,0,不详,0,0
23437,河北一卡通,50.0,2018-04-15,2018-04-01,暂无,,不详,第三方支付,,无,河北,石家庄,工司,数据库,不详,不详,3,0,不详,4,不详,0,不详,0,不详,0,1
23524,水滴互助,50.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,互联网保险,,,北京,朝阳,工司,数据库,不详,不详,3,444,95%,3,55%,0,不详,0,不详,0,0
25377,快投,50.0,2018-04-15,2018-04-01,"诉讼记录多；
煽动性广告多；
",,不详,网络众筹,,,北京,朝阳,工司,数据库,不详,不详,3,108,95%,7,55%,4,90%,0,不详,0,0
25644,中国比特币,50.0,2018-04-15,2018-04-01,"煽动性广告多；
",,不详,交易所,,,北京,朝阳,工司,数据库,不详,不详,3,113,80%,8,45%,0,不详,0,不详,0,0
25890,BTC123,50.0,2018-04-15,2018-04-08,"煽动性广告多；
",,不详,虚拟货币,,,北京,朝阳,工司,数据库,不详,不详,3,42,80%,4,30%,0,不详,0,不详,0,0
25914,麦麦提,50.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,12%,40%,3,217,85%,1,不详,0,不详,0,不详,0,0
25989,银生宝,50.0,2018-04-15,2018-03-18,暂无,,小,第三方支付,,无,上海,上海,工司,数据库,不详,不详,3,9,50%,3,45%,0,不详,0,不详,0,1
27079,马上贷,50.0,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,71,80%,7,65%,0,不详,0,不详,0,0
28130,乐投天下,50.0,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,不详,互联网资产管理,,提现困难,北京,北京,平台,网贷之家,12%,40%,3,0,不详,0,65%,1,80%,1,85%,0,0
28158,易乾,50.0,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,江苏,南京,工司,数据库,5%,不详,3,17,70%,3,80%,0,不详,0,不详,0,0
28176,巨涟金融,50.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,良性退出,上海,上海,平台,网贷之家,12%,40%,3,4,45%,0,不详,0,不详,0,不详,0,0
28194,优选财富,50.0,2018-04-15,2018-04-08,暂无,,不详,互联网基金销售,,,北京,北京,工司,数据库,不详,不详,3,34,60%,3,不详,0,不详,0,不详,0,0
585,渝商创投,98.5,2018-04-08,2018-01-10,"收益率过高；
",,不详,,,提现困难,重庆,重庆,平台,网贷之家,36%,95%,3,0,不详,0,不详,0,不详,0,不详,0,0
1163,华南城贷,98.5,2018-04-08,2018-01-10,"诉讼记录多；
收益率过高；
经营异常多；
",,不详,,,提现困难,广东,深圳,平台,网贷之家,40%,95%,3,0,不详,0,不详,3,85%,1,85%,0,0
1483,点滴聚财,98.5,2018-04-08,2018-01-10,"诉讼记录多；
收益率过高；
经营异常多；
",,不详,,,提现困难,山东,青岛,平台,网贷之家,37%,95%,3,0,不详,0,不详,1,80%,1,85%,0,0
1488,安宜贷（湘）,98.5,2018-04-08,2018-01-30,"诉讼记录多；
收益率过高；
经营异常多；
",,不详,,,,湖南,株洲,平台,网贷之家,42%,95%,3,0,不详,0,不详,1,80%,1,85%,0,0
1460,和诚德在线,98.2143,2018-04-08,2018-01-10,"收益率过高；
",,不详,,,提现困难,广东,东莞,平台,网贷之家,26%,90%,3,0,不详,0,不详,0,不详,0,不详,0,0
827,徽州贷,97.9286,2018-04-08,2018-01-10,"收益率过高；
",,不详,,,,安徽,合肥,平台,网贷之家,25%,90%,3,0,不详,0,不详,0,不详,0,不详,0,0
612,融易贷（粤）,97.6143,2018-04-08,2018-01-31,"煽动性广告多；
收益率过高；
经营异常多；
",,不详,,,,广东,深圳,平台,网贷之家,20%,90%,3,207,80%,15,70%,0,不详,1,85%,0,0
579,新常态金服,96.0,2018-04-08,2018-01-30,暂无,,不详,,,,广东,深圳,平台,网贷之家,不详,不详,3,520,35%,162,不详,0,不详,0,不详,0,0
1780,小象金融,96.0,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,提现困难,上海,上海,平台,网贷之家,不详,不详,3,29,不详,157,不详,0,不详,0,不详,0,0
2644,金苏在线,96.0,2018-04-08,2018-03-18,暂无,,不详,"网络借贷,互联网资产管理",,提现困难,江苏,苏州,平台,网贷之家,不详,不详,3,11,不详,128,不详,0,不详,0,不详,0,0
7518,创利丰,96.0,2018-04-08,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,交易所,,,hk,,工司,数据库,不详,不详,3,207,90%,176,95%,0,不详,0,不详,0,0
22339,银天下,96.0,2018-04-08,2018-01-30,"负面舆情多；
",null,大,交易所,无,无,上海,上海,工司,数据库,不详,不详,3,44,55%,427,95%,0,不详,0,不详,1,0
851,自由金服,95.8971,2018-04-08,2018-01-10,"诉讼记录多；
收益率过高；
经营异常多；
",,不详,,,,广东,深圳,平台,网贷之家,21%,90%,3,0,不详,0,不详,5,90%,1,85%,0,0
27207,票号网,93.35,2018-04-08,2018-01-30,"收益率过高；
",,不详,网络借贷,,停业,山西,长治,平台,网贷之家,18%,85%,3,0,不详,0,不详,0,不详,0,不详,0,0
1983,金投手,91.9231,2018-04-08,2018-01-10,"负面舆情多；
",,不详,"互联网资产管理,网络借贷",,提现困难,北京,北京,平台,网贷之家,5%,不详,3,143,60%,137,80%,0,不详,0,不详,1,0
14423,贵州云上大宗商品现货交易中心有限公司,91.9231,2018-04-08,2018-01-30,暂无,无,大,交易所,无,无,贵州,黔南,工司,数据库,不详,不详,3,23,不详,55,不详,0,不详,0,不详,1,0
1353,宜联易贷,90.5,2018-04-08,2018-01-10,暂无,,不详,网络借贷,,,山东,滨州,平台,网贷之家,18%,75%,3,1,不详,0,不详,0,不详,0,不详,0,0
12703,星支付,90.0769,2018-04-08,2018-01-30,暂无,,小,第三方支付,,无,上海,上海,工司,数据库,不详,不详,3,44,35%,27,75%,0,不详,0,不详,0,1
21110,金盛微交易,90.0,2018-04-08,2018-01-30,"负面舆情多；
煽动性广告多；
",无,大,微盘,无,无,广东,深圳,工司,数据库,不详,不详,3,130,80%,54,85%,0,不详,0,不详,2,0
2328,小豆钱包,88.4231,2018-04-08,2018-03-18,暂无,,不详,,,,黑龙江,双鸭山,平台,网贷之家,不详,不详,3,4,不详,112,不详,0,不详,0,不详,0,0
28501,鸿沧资本,88.1538,2018-04-08,2018-03-18,暂无,,不详,,,,,,平台,网贷之家,不详,不详,3,3,不详,19,不详,0,不详,0,不详,0,0
11135,信用白条,87.8462,2018-04-08,2018-01-30,暂无,,不详,网络借贷,,,上海,,工司,数据库,不详,不详,3,47,45%,18,30%,0,不详,0,不详,0,0
1907,国盈金服,87.5,2018-04-08,2018-01-10,"负面舆情多；
",,不详,网络借贷,,提现困难,北京,北京,平台,网贷之家,不详,不详,3,16,不详,538,90%,0,不详,0,不详,0,0
20106,水滴筹,87.3846,2018-04-08,2018-01-30,"煽动性广告多；
",null,小,网络众筹,无,无,河北,石家庄,工司,数据库,不详,不详,3,353,90%,18,60%,0,不详,0,不详,1,0
2397,盛融在线,87.0769,2018-04-08,2018-01-10,"负面舆情多；
经营异常多；
",,不详,门户导航,,提现困难,广东,广州,平台,网贷之家,不详,不详,3,1,40%,15,80%,0,不详,1,85%,1,0
2383,及时雨,86.9231,2018-04-08,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,提现困难,浙江,舟山,平台,网贷之家,不详,不详,3,194,85%,21,65%,0,不详,0,不详,0,0
9138,天格,86.5385,2018-04-08,2018-01-30,"负面舆情多；
",,不详,互联网基金销售,,,广东,深圳,工司,数据库,不详,不详,3,15,65%,53,90%,0,不详,0,不详,0,0
14231,点刷,85.7692,2018-04-08,2018-01-30,"负面舆情多；
经营异常多；
",,不详,第三方支付,,,江西,南昌,工司,数据库,不详,不详,3,190,75%,61,95%,0,不详,1,85%,0,0
27354,百年贷,85.75,2018-04-08,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,暂停发标,上海,上海,平台,网贷之家,15%,65%,3,0,不详,0,不详,1,80%,0,不详,0,0
28441,雍铄金融,85.6154,2018-04-08,2018-01-30,暂无,投资理财,大,,金融业或类金融业,无,,,平台,网贷之家,不详,不详,3,15,30%,22,45%,0,不详,0,不详,1,0
26049,环球外汇,85.5769,2018-04-08,2018-01-30,"负面舆情多；
",null,不详,网络外汇,无,无,上海,,工司,数据库,不详,不详,3,144,75%,106,90%,0,不详,0,不详,0,1
4434,微保,85.3846,2018-04-08,2018-01-30,"负面舆情多；
",,不详,互联网保险,,,广东,深圳,工司,数据库,不详,不详,3,16,50%,38,90%,0,不详,0,不详,0,0
28528,吉汇金融,85.3846,2018-04-08,2018-01-30,"负面舆情多；
",,不详,,,,,,平台,网贷之家,10%,15%,3,0,60%,38,90%,0,不详,0,不详,0,0
25244,幸福钱庄,84.1923,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,吉林,,工司,数据库,不详,不详,3,83,60%,14,不详,0,不详,0,不详,0,0
115,叠尚财富,83.9375,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,江苏,南京,平台,网贷之家,不详,不详,3,0,不详,16,不详,0,不详,0,不详,0,0
7403,中汇国际,83.9375,2018-04-08,2018-01-30,暂无,null,大,互联网期货,无,无,,,工司,数据库,不详,不详,3,40,55%,14,75%,0,不详,0,不详,1,0
336,今时贷,83.5,2018-04-08,2018-01-30,暂无,,不详,网络借贷,,,江西,南昌,平台,网贷之家,17%,75%,3,80,50%,0,不详,0,不详,0,不详,0,0
931,投融家,83.0769,2018-04-08,2018-01-10,"诉讼记录多；
煽动性广告多；
",,不详,"网络借贷,互联网资产管理",,,浙江,杭州,平台,网贷之家,10%,30%,3,330,95%,35,65%,1,80%,0,不详,0,0
15909,储信,83.0769,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,"网络借贷,互联网资产管理",,,上海,上海,工司,数据库,不详,不详,3,212,55%,36,不详,1,80%,0,不详,0,0
17781,灵动光明行,83.0769,2018-04-08,2018-01-30,暂无,无,小,金融超市,无,无,北京,朝阳,工司,数据库,不详,不详,3,13,20%,32,70%,0,不详,0,不详,1,1
28243,光大兴陇信托,82.3077,2018-04-08,2018-03-18,"负面舆情多；
诉讼记录多；
",委托理财,不详,互联网信托,金融业或类金融业,无,甘肃,兰州,工司,数据库,不详,不详,3,52,70%,30,90%,65,95%,0,不详,0,1
28139,爱融网,82.0,2018-04-08,2018-01-30,"经营异常多；
",,不详,网络借贷,,提现困难,北京,北京,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,1,85%,0,0
300,鑫合汇,81.1538,2018-04-08,2018-01-30,"诉讼记录多；
煽动性广告多；
",无,小,"网络借贷,互联网资产管理",无,无,浙江,杭州,平台,网贷之家,10%,20%,3,181,80%,49,60%,28,95%,0,不详,1,0
1377,乐金所,81.1538,2018-04-08,2018-01-10,暂无,,不详,网络借贷,,,安徽,合肥,平台,网贷之家,11%,30%,3,132,75%,42,45%,0,不详,0,不详,0,0
7046,和信投顾,81.1538,2018-04-08,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,"互联网证券,互联网资产管理",,,河南,郑州,工司,数据库,不详,不详,3,190,85%,30,90%,0,不详,0,不详,0,0
551,微金客,80.7692,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,10%,20%,3,28,35%,26,55%,0,不详,0,不详,0,0
1700,金汇微金,80.3846,2018-04-08,2018-01-10,"经营异常多；
",,不详,网络借贷,,,天津,天津,平台,网贷之家,不详,不详,3,112,20%,31,30%,0,不详,1,85%,0,0
27825,中银消费金融,80.3846,2018-04-08,2018-01-30,"负面舆情多；
诉讼记录多；
",,不详,"互联网消费金融,网络借贷",,,上海,上海,工司,数据库,不详,不详,3,59,70%,27,90%,100,95%,0,不详,0,0
224,五星财富,80.0,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,8%,5%,3,68,65%,30,60%,0,不详,0,不详,0,0
2020,一鼎理财,80.0,2018-04-08,2018-01-10,暂无,,不详,,,,浙江,杭州,平台,网贷之家,16%,70%,3,19,20%,0,不详,0,不详,0,不详,0,0
2182,虹金所,80.0,2018-04-08,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,不详,不详,3,458,90%,71,85%,0,不详,0,不详,0,0
6400,日发期货,80.0,2018-04-08,2018-01-30,暂无,,不详,"交易所,互联网期货",,,hk,,工司,数据库,不详,不详,3,149,65%,29,70%,0,不详,0,不详,0,0
12620,金石投资,80.0,2018-04-08,2018-01-30,暂无,,不详,互联网基金销售,,,广东,深圳,工司,数据库,不详,不详,3,61,70%,40,75%,0,不详,0,不详,0,0
23992,航金所,79.3462,2018-04-08,2018-01-30,暂无,无,大,网络借贷,无,提现困难,湖南,长沙,平台,网贷之家,不详,不详,3,3,不详,34,30%,0,不详,0,不详,1,0
23471,新华大庆产权交易所,79.1875,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,,,,黑龙江,大庆,工司,数据库,不详,不详,3,2,不详,6,不详,21,95%,0,不详,0,0
1649,招财宝,78.8462,2018-04-08,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,"互联网资产管理,网络借贷",,,上海,上海,平台,网贷之家,6%,不详,3,115,80%,21,85%,0,不详,0,不详,0,0
27084,富民投资,78.8462,2018-04-08,2018-01-30,"负面舆情多；
",无,小,网络借贷,无,无,河南,郑州,工司,数据库,10%,20%,3,42,60%,29,85%,0,不详,0,不详,1,0
27660,富友支付,78.8462,2018-04-08,2018-01-30,"负面舆情多；
煽动性广告多；
",无,不详,第三方支付,无,无,上海,上海,工司,数据库,不详,不详,3,283,90%,21,80%,0,不详,0,不详,0,1
11829,易钱汇,78.75,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,预警,江西,上饶,工司,数据库,不详,不详,3,0,不详,8,不详,0,不详,0,不详,0,0
1934,中融宝,78.0769,2018-04-08,2018-01-10,暂无,,不详,网络借贷,,,山东,青岛,平台,网贷之家,8%,5%,3,35,40%,19,45%,0,不详,0,不详,0,0
25572,盼贷,78.0769,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,辽宁,营口,工司,数据库,不详,不详,3,6,30%,42,不详,0,不详,0,不详,0,0
7749,币王,77.75,2018-04-08,2018-03-18,暂无,,不详,虚拟货币,,,上海,上海,工司,数据库,不详,不详,3,50,65%,7,65%,0,不详,0,不详,0,0
743,金陵贷,77.6923,2018-04-08,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,江苏,南京,平台,网贷之家,11%,30%,3,292,90%,18,不详,4,90%,0,不详,0,0
27553,北京金融资产交易所,77.6923,2018-04-08,2018-03-18,"诉讼记录多；
",,不详,交易所,,,北京,北京,工司,数据库,不详,不详,3,3,30%,18,不详,2,85%,0,不详,0,0
28448,卓武投资,77.625,2018-04-08,2018-03-18,暂无,,不详,,,,,,平台,网贷之家,不详,不详,3,1,不详,6,不详,0,不详,0,不详,0,0
14324,磐期宝,77.4615,2018-04-08,2018-01-30,"负面舆情多；
",,不详,互联网资产管理,,,上海,,工司,数据库,不详,不详,3,53,45%,31,90%,0,不详,0,不详,1,0
46,小猪罐子,77.3077,2018-04-08,2018-03-18,暂无,,不详,"互联网资产管理,网络借贷",,,广东,深圳,平台,网贷之家,11%,25%,3,94,75%,17,30%,0,不详,0,不详,0,0
14985,投融长富,77.3077,2018-04-08,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,互联网资产管理,,,浙江,杭州,工司,数据库,不详,不详,3,297,90%,30,30%,1,80%,0,不详,0,0
26029,智汇魔方,77.3077,2018-04-08,2018-01-30,暂无,,不详,"金融超市,网络借贷",,,广东,深圳,工司,数据库,不详,不详,3,78,65%,18,60%,0,不详,0,不详,0,0
20270,川融,77.125,2018-04-08,2018-03-18,暂无,,不详,网络借贷,,,四川,成都,工司,数据库,不详,不详,3,1,20%,5,不详,0,不详,0,不详,0,0
4143,铭万众筹,76.9231,2018-04-08,2018-01-30,暂无,,不详,网络众筹,,,山东,日照,工司,数据库,不详,不详,3,8,35%,19,30%,0,不详,0,不详,0,0
4191,板板金服,76.9231,2018-04-08,2018-01-30,"负面舆情多；
经营异常多；
",,不详,互联网资产管理,,预警,浙江,杭州,工司,数据库,不详,不详,3,2,50%,22,85%,0,不详,1,85%,0,0
14718,中科金服,76.9231,2018-04-08,2018-01-30,暂无,,不详,"交易所,互联网资产管理,网络借贷",,,上海,,工司,数据库,不详,不详,3,37,不详,20,60%,0,不详,0,不详,0,0
2150,米庄理财,76.5385,2018-04-08,2018-01-10,暂无,,不详,"互联网资产管理,网络借贷",,,浙江,杭州,平台,网贷之家,9%,15%,3,54,70%,19,75%,0,不详,0,不详,0,0
6824,摸金派,76.5385,2018-04-08,2018-01-30,"经营异常多；
",,不详,第三方支付,,,广东,深圳,工司,数据库,不详,不详,3,44,不详,22,不详,0,不详,1,85%,0,0
24828,招商信诺,76.5385,2018-04-08,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,互联网保险,,,广东,深圳,工司,数据库,不详,不详,3,163,85%,16,60%,18,90%,0,不详,0,0
1949,恒信易贷,76.1538,2018-04-08,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,"网络借贷,互联网资产管理",,,广东,广州,平台,网贷之家,12%,50%,3,133,80%,14,不详,5,90%,0,不详,0,0
