实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
2112,众力金融,55.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,53,80%,8,70%,0,不详,0,不详,0,0
6395,镑客,55.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,,,,上海,上海,工司,数据库,不详,不详,3,8,90%,10,75%,0,不详,0,不详,0,0
7245,普信,55.0,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,互联网基金销售,,,北京,朝阳,工司,数据库,不详,不详,3,86,80%,11,70%,2,85%,1,85%,0,0
7339,考拉云商,55.0,2018-04-15,2018-01-30,暂无,,不详,第三方支付,,无,山东,济南,工司,数据库,不详,不详,3,21,65%,5,60%,0,不详,0,不详,0,1
9536,易麦理财,55.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,宁波,工司,数据库,不详,不详,3,27,不详,4,45%,0,不详,0,不详,0,0
10901,金鼠贷,55.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,0,不详,4,45%,0,不详,0,不详,0,0
11081,金贝猫,55.0,2018-04-15,2018-03-18,暂无,,不详,互联网资产管理,,预警,上海,,工司,数据库,不详,不详,3,10,60%,15,60%,0,不详,0,不详,0,0
11861,九派支付,55.0,2018-04-15,2018-03-18,"诉讼记录多；
",,小,第三方支付,,无,湖南,长沙,工司,数据库,不详,不详,3,0,不详,6,55%,88,95%,0,不详,0,1
15377,亿快荣,55.0,2018-04-15,2018-04-08,暂无,,不详,网络借贷,,,江苏,苏州,工司,数据库,不详,不详,3,1,不详,4,不详,0,不详,0,不详,0,0
16075,悟空理财,55.0,2018-04-15,2018-01-30,暂无,,不详,互联网资产管理,,,北京,朝阳,工司,数据库,7%,不详,3,57,75%,5,60%,0,不详,0,不详,0,0
17269,达飞云贷,55.0,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,,北京,朝阳,工司,数据库,不详,不详,3,25,70%,8,80%,0,不详,0,不详,0,0
17532,海吉星,55.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,5,30%,4,55%,0,不详,0,不详,0,0
18688,钛媒体,55.0,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,网络众筹,,,北京,朝阳,工司,数据库,不详,不详,3,83,85%,7,65%,2,85%,0,不详,0,0
20666,顺发,55.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,安徽,大连,工司,数据库,不详,不详,3,150,85%,5,55%,0,不详,0,不详,0,0
22156,小米金融,55.0,2018-04-15,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,172,85%,9,65%,100,95%,0,不详,0,0
22758,你财富,55.0,2018-04-15,2018-04-01,"煽动性广告多；
",,不详,互联网基金销售,,,北京,朝阳,工司,数据库,不详,不详,3,215,90%,7,70%,0,不详,0,不详,0,0
22768,钱宝支付,55.0,2018-04-15,2018-01-30,暂无,,小,第三方支付,,无,重庆,重庆,工司,数据库,不详,不详,3,1,35%,5,75%,0,不详,0,不详,1,0
23204,有单,55.0,2018-04-15,2018-04-01,"煽动性广告多；
经营异常多；
",,不详,互联网信托,,,广东,深圳,工司,数据库,不详,不详,3,239,90%,5,30%,0,不详,1,85%,0,0
24427,麦芽贷,55.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,江苏,南京,工司,数据库,不详,不详,3,32,75%,6,65%,0,不详,0,不详,0,0
24435,首成网贷,55.0,2018-04-15,2018-02-25,暂无,null,小,网络借贷,无,无,北京,朝阳,工司,数据库,不详,不详,3,2,50%,4,45%,0,不详,0,不详,1,0
27273,易鑫车贷,55.0,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,4,60%,12,75%,1,80%,0,不详,0,0
9079,融诺网,54.8571,2018-04-15,2018-04-01,暂无,,不详,门户导航,,,广东,深圳,工司,数据库,不详,不详,3,10,不详,32,不详,0,不详,0,不详,0,0
1278,日融财富,54.725,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,宁波,平台,网贷之家,13%,50%,3,5,40%,0,不详,0,不详,0,不详,0,0
33,钱途在线,54.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,40%,3,24,70%,0,不详,0,不详,0,不详,0,0
385,卓金金服,54.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,13,不详,1,不详,0,不详,0,不详,0,0
1735,汇贷天下,54.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,甘肃,兰州,平台,网贷之家,13%,50%,3,12,55%,0,不详,0,不详,0,不详,0,0
18274,信托100,54.2917,2018-04-15,2018-02-25,暂无,,不详,网络借贷,,停业,北京,北京,平台,网贷之家,10%,15%,3,0,不详,1,不详,0,不详,0,不详,0,0
1652,真鑫贷,54.275,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江西,赣州,平台,网贷之家,13%,55%,3,4,35%,0,不详,0,不详,0,不详,0,0
2473,互惠理财,54.125,2018-04-15,2018-01-10,暂无,,不详,,,,浙江,杭州,平台,网贷之家,13%,50%,3,10,50%,0,不详,0,不详,0,不详,0,0
17099,新华产权交易所,54.0,2018-04-15,2018-03-25,暂无,,不详,交易所,,,福建,福州,工司,数据库,不详,不详,3,0,不详,4,不详,0,不详,0,不详,0,0
21608,大金微交易,54.0,2018-04-15,2018-04-15,暂无,,不详,微盘,,,江苏,南京,工司,数据库,不详,不详,3,13,30%,2,不详,0,不详,0,不详,0,0
181,新纪元金服,53.75,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,,,,湖北,武汉,平台,网贷之家,13%,50%,3,99,90%,2,不详,0,不详,0,不详,0,0
1121,华众时贷,53.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,13%,50%,3,0,不详,0,不详,0,不详,0,不详,0,0
2236,一一贷（京）,53.75,2018-04-15,2018-01-31,暂无,,不详,,,,上海,上海,平台,网贷之家,13%,50%,3,0,不详,0,不详,0,不详,0,不详,0,0
1913,信融财富,53.675,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,12%,40%,3,100,85%,0,不详,0,不详,0,不详,0,0
1995,合众e贷,53.675,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,50%,3,310,95%,1,不详,0,不详,0,不详,0,0
1861,粒子财富,53.525,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,四川,成都,平台,网贷之家,12%,60%,3,3,45%,0,不详,0,不详,0,不详,0,0
405,摩根浦捷贷,53.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,18%,75%,3,0,不详,0,不详,0,不详,0,不详,0,0
770,贷帮,53.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,N,,,广东,深圳,平台,网贷之家,12%,50%,3,2,不详,3,不详,1,80%,0,不详,0,0
4897,国际微交易,53.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,微盘,,,广东,广州,工司,数据库,不详,不详,3,255,90%,72,95%,1,80%,1,85%,0,0
44,喜投网,52.925,2018-04-15,2018-01-31,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,50%,3,38,80%,2,不详,0,不详,1,85%,0,0
2438,皖都金融,52.925,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,预警,安徽,合肥,平台,网贷之家,12%,35%,3,0,不详,0,45%,0,不详,0,不详,0,0
1371,小宝金融,52.7,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,12%,65%,3,137,90%,1,不详,0,不详,0,不详,0,0
1321,企额贷,52.55,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,50%,3,0,不详,0,不详,0,不详,0,不详,0,0
1852,众可贷,52.55,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,四川,成都,平台,网贷之家,12%,50%,3,6,70%,0,不详,13,90%,0,不详,0,0
1957,小微金融,52.55,2018-04-15,2018-03-18,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,25%,3,27,75%,0,不详,0,不详,1,85%,0,0
272,宜聚网,52.4,2018-04-15,2018-04-08,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,69,85%,1,不详,1,80%,0,不详,0,0
1848,天涯好收益,52.4,2018-04-15,2018-01-10,暂无,,不详,,,,北京,北京,平台,网贷之家,12%,50%,3,0,不详,0,不详,0,不详,0,不详,0,0
183,贝贝投,52.25,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,50%,3,0,不详,0,不详,0,不详,1,85%,0,0
1050,班汇通,52.25,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,50%,3,3,30%,0,不详,0,不详,0,不详,0,0
2101,睿信财富,52.25,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,50%,3,0,不详,0,不详,7,90%,0,不详,0,0
3624,金疙瘩,52.1667,2018-04-15,2018-01-30,暂无,,不详,互联网资产管理,,,广东,深圳,工司,数据库,8%,5%,3,32,45%,0,不详,0,不详,0,不详,0,0
2450,小企业e家,52.0,2018-04-15,2018-04-15,"诉讼记录多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,6%,不详,3,0,不详,0,不详,100,95%,0,不详,0,0
2480,盛世典当,52.0,2018-04-15,2018-01-10,暂无,null,大,,无,无,福建,厦门,平台,网贷之家,不详,不详,3,0,不详,2,55%,0,不详,0,不详,1,0
1812,稳通金融,51.7286,2018-04-15,2018-01-10,"诉讼记录多；
收益率过高；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,24%,90%,3,0,不详,1,30%,2,85%,1,85%,0,0
337,好又贷,51.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,12%,50%,3,20,75%,1,不详,0,不详,0,不详,0,0
1008,晴天助,51.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,12%,50%,3,36,80%,0,60%,0,不详,0,不详,0,0
2166,钱布袋,51.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,河北,石家庄,平台,网贷之家,12%,50%,3,2,35%,0,不详,0,不详,0,不详,0,0
6713,宝盛微交易,51.5,2018-04-15,2018-01-30,"收益率过高；
",null,小,微盘,无,无,hk,,工司,数据库,85%,95%,3,13,65%,15,75%,0,不详,0,不详,1,0
411,迪迪贷,51.05,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,河南,郑州,平台,网贷之家,12%,40%,3,3,不详,0,不详,0,不详,0,不详,0,0
2281,熊猫金库,51.0,2018-04-15,2018-01-10,"经营异常多；
存在担保承诺；",无,小,网络借贷,无,无,广东,广州,平台,网贷之家,12%,40%,1,14,55%,1,不详,0,不详,1,85%,1,0
6,鼎信贷,50.975,2018-04-15,2018-04-15,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,浙江,温州,平台,网贷之家,12%,40%,3,19,85%,0,不详,1,80%,0,不详,0,0
2184,诺云汇,50.8333,2018-04-15,2018-03-25,暂无,,不详,互联网资产管理,,,北京,北京,平台,网贷之家,8%,5%,3,0,不详,0,不详,0,不详,0,不详,0,0
985,信贷通,50.525,2018-04-15,2018-04-01,"诉讼记录多；
",,不详,网络借贷,,,河北,石家庄,平台,网贷之家,12%,40%,3,28,75%,1,不详,8,90%,0,不详,0,0
1366,小鸡理财,50.525,2018-04-15,2018-04-08,"经营异常多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,12%,20%,3,11,65%,0,不详,0,不详,1,85%,0,0
23192,小满金服,50.4286,2018-04-15,2018-01-30,"负面舆情多；
",无,不详,网络众筹,无,无,辽宁,大连,工司,数据库,不详,不详,3,0,不详,13,80%,0,不详,0,不详,0,1
964,宝点网,50.375,2018-04-15,2018-04-08,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,四川,成都,平台,网贷之家,12%,35%,3,118,85%,1,不详,28,95%,0,不详,0,0
1960,合力贷,50.375,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,12%,50%,3,3,30%,0,不详,3,85%,0,不详,0,0
910,合时代,50.15,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,55%,3,80,90%,1,不详,0,不详,0,不详,0,0
311,银湖网,50.075,2018-04-15,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,云南,昆明,平台,网贷之家,12%,50%,3,61,80%,2,30%,0,不详,1,85%,0,0
913,立业贷,50.075,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,15,65%,0,不详,0,不详,0,不详,0,0
5,财富观,50.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,宁夏,银川,平台,网贷之家,12%,40%,3,186,80%,0,不详,0,不详,0,不详,0,0
10,我要金蛋,50.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,1,不详,0,不详,0,不详,1,85%,0,0
62,中恒宝,50.0,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,重庆,重庆,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,1,85%,0,0
95,三好贷,50.0,2018-04-15,2018-01-31,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,1,85%,0,0
106,分钱网,50.0,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,13,65%,0,不详,0,不详,0,不详,0,0
120,木头人,50.0,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,广东,东莞,平台,网贷之家,10%,25%,3,8,65%,3,不详,0,不详,0,不详,0,0
133,华丰金融,50.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,新疆,乌鲁木齐,平台,网贷之家,12%,40%,3,7,40%,0,不详,0,不详,0,不详,0,0
136,利往行,50.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
142,利巨人,50.0,2018-04-15,2018-01-31,"诉讼记录多；
",,不详,网络借贷,,,四川,成都,平台,网贷之家,12%,40%,3,0,不详,0,不详,1,80%,0,不详,0,0
150,超爱财,50.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,40%,3,41,80%,0,不详,0,不详,0,不详,0,0
153,中网国投,50.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,互联网资产管理,,,安徽,杭州,平台,网贷之家,9%,10%,3,21,90%,7,90%,0,不详,0,不详,0,0
162,钱道网,50.0,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,内蒙古,呼和浩特,平台,网贷之家,12%,40%,3,78,70%,0,不详,0,不详,0,不详,0,0
242,余易贷,50.0,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,湖南,长沙,平台,网贷之家,12%,40%,3,14,60%,1,30%,0,不详,0,不详,0,0
269,和信贷,50.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,10%,30%,3,90,85%,97,90%,0,不详,0,不详,0,0
291,网利宝,50.0,2018-04-15,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,9%,15%,3,260,90%,6,75%,0,不详,1,85%,0,0
393,湖湘贷,50.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,湖南,长沙,平台,网贷之家,不详,20%,3,52,90%,3,45%,0,不详,0,不详,0,0
400,果拾金融,50.0,2018-04-15,2018-03-18,暂无,,不详,互联网资产管理,,,北京,北京,平台,网贷之家,7%,不详,3,0,40%,3,45%,0,不详,0,不详,0,0
437,靠谱鸟,50.0,2018-04-15,2018-01-10,暂无,无,小,网络借贷,无,预警,北京,北京,平台,网贷之家,不详,不详,3,2,20%,6,65%,0,不详,0,不详,1,0
504,小算盘,50.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,40%,3,85,75%,6,30%,0,不详,1,85%,0,0
556,平安理财网,50.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,1,20%,0,不详,0,不详,0,不详,0,0
646,空中金融,50.0,2018-04-15,2018-04-15,"诉讼记录多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,8%,5%,3,60,65%,3,不详,23,95%,0,不详,0,0
763,向日葵贷,50.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,预警,浙江,杭州,平台,网贷之家,12%,40%,3,0,不详,0,不详,21,95%,0,不详,0,0
894,团贷网,50.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,广东,东莞,平台,网贷之家,11%,30%,3,475,95%,13,80%,0,不详,0,不详,0,0
902,口袋理财,50.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,不详,不详,3,20,60%,14,不详,0,不详,0,不详,0,0
907,人人聚财,50.0,2018-04-15,2018-04-15,"诉讼记录多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,10%,25%,3,71,75%,16,不详,10,90%,0,不详,0,0
974,世纪金服,50.0,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,3,30%,0,不详,0,不详,1,85%,0,0
1017,宜泉资本,50.0,2018-04-15,2018-04-01,暂无,,不详,互联网资产管理,,,上海,上海,平台,网贷之家,不详,不详,3,24,50%,3,30%,0,不详,0,不详,0,0
1028,小小理财,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,,平台,网贷之家,12%,40%,3,25,70%,0,不详,0,不详,0,不详,0,0
1039,洋钱罐,50.0,2018-04-15,2018-01-10,暂无,无,小,网络借贷,无,无,北京,北京,平台,网贷之家,12%,40%,3,48,75%,1,65%,0,不详,0,不详,1,0
1070,易极贷,50.0,2018-04-15,2018-01-31,暂无,,不详,,,,广东,深圳,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
1127,钱来网,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,7,60%,0,不详,0,不详,0,不详,0,0
1145,聚雪球,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,辽宁,沈阳,平台,网贷之家,12%,40%,3,8,75%,0,不详,0,不详,0,不详,0,0
1146,华赢贷,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,12%,40%,3,7,50%,0,不详,0,不详,0,不详,0,0
1158,盛世开元,50.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,46,75%,0,不详,0,不详,1,85%,0,0
1162,潮人贷,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,汕头,平台,网贷之家,12%,40%,3,1,不详,0,不详,0,不详,0,不详,0,0
1166,小资钱包,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,4,不详,0,不详,0,不详,0,不详,0,0
1173,金麦子,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,东莞,平台,网贷之家,12%,40%,3,3,不详,0,不详,0,不详,0,不详,0,0
1175,贝尔在线,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江苏,苏州,平台,网贷之家,12%,40%,3,31,65%,0,45%,0,不详,0,不详,0,0
1176,小白菜理财,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,贵州,贵阳,平台,网贷之家,12%,40%,3,1,不详,0,不详,0,不详,0,不详,0,0
1212,信广立诚贷,50.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",无,小,网络借贷,无,无,北京,朝阳,平台,网贷之家,8%,30%,3,266,90%,67,95%,0,不详,0,不详,1,0
1220,惠农聚宝,50.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,12%,40%,3,172,80%,0,不详,0,不详,0,不详,0,0
1249,来存吧,50.0,2018-04-15,2018-04-01,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,15%,3,36,70%,9,不详,0,不详,0,不详,0,0
1360,微邦金融,50.0,2018-04-15,2018-01-10,暂无,,不详,互联网资产管理,,,广东,东莞,平台,网贷之家,12%,40%,3,38,70%,0,不详,0,不详,0,不详,0,0
1418,蚂蚁理财,50.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,12%,40%,3,2,65%,0,不详,0,不详,1,85%,0,0
1680,宜聚宝,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,3,30%,0,不详,0,不详,0,不详,0,0
1690,深宜金服,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,提现困难,广东,深圳,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
1711,Me金融,50.0,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,不详,不详,3,0,不详,3,不详,0,不详,0,不详,0,0
1727,生金所,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,山东,东营,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
1760,晋商金服,50.0,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,网络借贷,,,浙江,温州,平台,网贷之家,12%,40%,3,0,不详,0,不详,5,90%,0,不详,0,0
1774,金坳财富,50.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,互联网资产管理,,,上海,上海,平台,网贷之家,12%,40%,3,53,80%,0,不详,0,不详,0,不详,0,0
1806,极光金融,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,1,50%,0,不详,0,不详,0,不详,0,0
1822,得融在线,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,30,75%,0,不详,0,不详,0,不详,0,0
1823,乐升易贷,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,安徽,宣城,平台,网贷之家,12%,40%,3,9,55%,0,不详,0,不详,0,不详,0,0
1830,前海P2P,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
1838,爱投投,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江苏,南京,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
1917,拓道金服,50.0,2018-04-15,2018-03-25,"诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,9%,25%,3,117,80%,6,30%,1,80%,1,85%,0,0
1943,车e融,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,9,65%,0,不详,0,不详,0,不详,0,0
1969,小鹅e贷,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,揭阳,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
1985,中瑞财富,50.0,2018-04-15,2018-01-10,"负面舆情多；
",,小,网络借贷,,无,北京,北京,平台,网贷之家,12%,40%,3,0,不详,2,80%,0,不详,0,不详,1,1
2014,一贷添交,50.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,预警,西藏,拉萨,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
2021,天添钱,50.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,无,广东,惠州,平台,网贷之家,12%,40%,3,3,40%,0,不详,1,80%,0,不详,1,1
2100,隆筹金融,50.0,2018-04-15,2018-01-10,暂无,,不详,,,,上海,上海,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
2133,小贷吧,50.0,2018-04-15,2018-01-10,暂无,无,不详,网络借贷,无,无,广东,广州,平台,网贷之家,12%,30%,3,1,不详,1,不详,0,不详,0,不详,2,0
2152,爱木财富,50.0,2018-04-15,2018-03-18,暂无,,不详,,,,北京,北京,平台,网贷之家,不详,不详,3,29,65%,6,65%,0,不详,0,不详,0,0
2195,慧融财富,50.0,2018-04-15,2018-03-18,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,10%,25%,3,161,80%,3,70%,1,80%,0,不详,0,0
2259,微信贷,50.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,40%,3,29,65%,3,30%,0,不详,1,85%,0,0
2321,富二贷,50.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,40%,3,0,30%,0,不详,1,80%,0,不详,0,0
2404,川建恒升,50.0,2018-04-15,2018-01-10,暂无,,不详,,,,陕西,延安,平台,网贷之家,12%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
2511,巨人理财,50.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",无,小,网络借贷,无,无,上海,,平台,网贷之家,12%,40%,3,63,85%,10,80%,0,不详,0,不详,1,0
2514,保澜贷,50.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,12%,40%,3,237,90%,0,不详,0,不详,0,不详,0,0
2618,滴水贷,50.0,2018-04-15,2018-03-25,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,不详,3,4,60%,3,30%,0,不详,1,85%,0,0
2707,粤盛金融,50.0,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,40%,3,14,55%,0,不详,0,不详,0,不详,0,0
3240,代代还,50.0,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,152,85%,7,不详,0,不详,0,不详,0,0
3558,今日理财,50.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,门户导航,,,北京,北京,工司,数据库,不详,不详,3,103,85%,3,45%,0,不详,0,不详,0,0
